origin,dest,route,n_obs,total_pax,mean_fare,std_fare,fare_cv,n_carriers,avg_distance,avg_coupons,dist_band,carriers_list
LEX,ELP,LEX-ELP,47,48.0,332.18,187.2,0.5636,6,1414.0,2.0,medium,"AA,DL,G7,MQ,OH,OO"
EWR,LEX,EWR-LEX,144,153.0,256.68,167.94,0.6543,10,927.0,2.0,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
EWR,MLB,EWR-MLB,61,64.0,250.61,135.11,0.5391,3,1116.0,2.0,medium,"AA,DL,OH"
LEX,EYW,LEX-EYW,48,49.0,310.92,223.83,0.7199,4,1062.0,2.04,medium,"AA,DL,MQ,OH"
EYW,LIT,EYW-LIT,50,51.0,322.71,191.19,0.5925,7,1241.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,YX"
LEX,MIA,LEX-MIA,209,252.0,255.96,177.75,0.6944,10,1005.0,2.03,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
LEX,HHH,LEX-HHH,21,21.0,235.64,147.05,0.624,4,506.0,2.0,medium,"AA,DL,MQ,OH"
HHH,LEX,HHH-LEX,21,21.0,273.62,173.42,0.6338,4,533.0,2.0,medium,"AA,DL,MQ,OH"
LEX,JAC,LEX-JAC,26,26.0,512.43,340.29,0.6641,5,1724.0,2.19,long,"AA,DL,G7,OO,UA"
JAC,LEX,JAC-LEX,28,29.0,421.24,277.5,0.6588,5,1716.0,2.07,long,"AA,DL,G7,OO,UA"
LEX,LIT,LEX-LIT,59,60.0,276.99,145.33,0.5247,6,895.0,2.02,medium,"AA,DL,G7,MQ,OH,OO"
LIT,LEX,LIT-LEX,46,47.0,270.59,130.28,0.4815,5,833.0,2.0,medium,"AA,DL,MQ,OH,OO"
LEX,MCI,LEX-MCI,152,154.0,292.52,157.16,0.5372,9,959.0,2.01,medium,"AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
MCI,LEX,MCI-LEX,136,140.0,294.74,147.47,0.5003,9,917.0,2.01,medium,"AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
LEX,MSP,LEX-MSP,114,118.0,330.2,143.99,0.4361,9,907.0,2.01,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,YX"
MSP,LEX,MSP-LEX,118,126.0,322.9,152.09,0.471,9,910.0,2.03,medium,"9E,AA,DL,G7,MQ,OO,UA,YX,ZW"
LEX,PBI,LEX-PBI,126,141.0,291.26,200.81,0.6895,6,862.0,2.01,medium,"9E,AA,DL,OH,OO,UA"
PBI,LEX,PBI-LEX,123,138.0,332.55,229.22,0.6893,5,882.0,2.02,medium,"9E,AA,DL,OH,UA"
LEX,MDT,LEX-MDT,41,41.0,288.1,154.08,0.5348,8,780.0,2.02,medium,"AA,DL,G7,MQ,OH,OO,PT,UA"
MDT,LEX,MDT-LEX,42,44.0,301.48,146.21,0.485,6,752.0,2.0,medium,"AA,DL,OH,OO,PT,UA"
LEX,MEM,LEX-MEM,42,44.0,288.64,156.33,0.5416,6,689.0,2.0,medium,"9E,AA,DL,MQ,OH,ZW"
MEM,LEX,MEM-LEX,50,51.0,298.75,164.32,0.55,8,700.0,2.0,medium,"9E,AA,DL,MQ,OH,UA,YX,ZW"
LEX,MSY,LEX-MSY,182,194.0,295.87,153.1,0.5175,8,908.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,UA,ZW"
MSY,LEX,MSY-LEX,187,200.0,304.12,162.15,0.5332,8,907.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,ZW"
MKE,LEX,MKE-LEX,62,63.0,271.95,141.85,0.5216,6,624.0,2.03,medium,"9E,AA,DL,MQ,OO,ZW"
LEX,MLB,LEX-MLB,23,26.0,243.3,157.47,0.6472,3,750.0,2.0,medium,"9E,DL,OH"
MLB,LEX,MLB-LEX,29,32.0,279.49,167.04,0.5977,3,750.0,2.0,medium,"9E,DL,OH"
LEX,MOB,LEX-MOB,26,26.0,359.34,214.04,0.5957,5,720.0,2.0,medium,"9E,AA,DL,OH,OO"
MOB,LEX,MOB-LEX,22,22.0,302.91,186.79,0.6166,6,670.0,2.0,medium,"9E,AA,DL,OH,OO,PT"
LEX,MYR,LEX-MYR,146,216.0,136.8,137.19,1.0029,7,466.0,1.45,short,"9E,AA,DL,G4,MQ,OH,OO"
MYR,LEX,MYR-LEX,142,208.0,136.43,134.46,0.9856,6,466.0,1.46,short,"AA,DL,G4,MQ,OH,OO"
LEX,OKC,LEX-OKC,102,103.0,278.86,165.3,0.5928,7,1025.0,2.0,medium,"AA,DL,G7,MQ,OH,OO,ZW"
OKC,LEX,OKC-LEX,100,100.0,286.17,163.75,0.5722,6,1058.0,2.03,medium,"AA,DL,MQ,OH,OO,ZW"
OMA,LEX,OMA-LEX,89,91.0,337.54,261.28,0.7741,8,976.0,2.03,medium,"AA,DL,G7,MQ,OO,UA,YX,ZW"
ONT,LEX,ONT-LEX,76,81.0,317.32,187.59,0.5912,6,2095.0,2.01,long,"AA,DL,MQ,OH,OO,UA"
LEX,ORF,LEX-ORF,100,101.0,279.23,161.55,0.5786,9,724.0,2.02,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,ZW"
ORF,LEX,ORF-LEX,102,103.0,260.4,137.4,0.5277,9,725.0,2.03,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,ZW"
ORF,SBN,ORF-SBN,38,38.0,291.01,165.49,0.5687,6,888.0,2.0,medium,"9E,AA,DL,OH,OO,UA"
PHL,LEX,PHL-LEX,256,330.0,310.58,137.35,0.4422,11,661.0,1.42,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
RDM,GRR,RDM-GRR,21,21.0,349.33,186.11,0.5328,3,1888.0,2.1,long,"DL,OO,UA"
LEX,STT,LEX-STT,34,35.0,462.36,180.42,0.3902,3,1903.0,2.0,long,"AA,DL,OH"
LEX,TLH,LEX-TLH,31,31.0,358.2,163.85,0.4574,5,563.0,2.0,medium,"9E,AA,DL,MQ,OH"
VPS,TPA,VPS-TPA,86,95.0,294.07,140.28,0.477,1,656.0,2.0,medium,DL
LGA,ABY,LGA-ABY,24,26.0,370.66,207.13,0.5588,2,982.0,2.21,medium,"DL,OO"
ABY,LGA,ABY-LGA,27,29.0,318.6,193.95,0.6087,2,907.0,2.0,medium,"DL,OO"
LGA,AEX,LGA-AEX,25,26.0,377.21,231.54,0.6138,4,1403.0,2.08,medium,"9E,AA,DL,OO"
LFT,LGA,LFT-LGA,81,86.0,353.23,254.94,0.7217,9,1389.0,2.06,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
BQK,PIT,BQK-PIT,23,23.0,274.39,146.38,0.5335,3,763.0,2.04,medium,"9E,DL,OO"
LGA,CSG,LGA-CSG,48,49.0,238.43,120.22,0.5042,3,840.0,2.02,medium,"9E,DL,OO"
CSG,EWR,CSG-EWR,32,34.0,236.0,107.33,0.4548,3,829.0,2.0,medium,"9E,DL,OO"
CSG,LGA,CSG-LGA,43,44.0,243.43,117.24,0.4816,3,841.0,2.0,medium,"9E,DL,OO"
LGA,DHN,LGA-DHN,28,28.0,456.47,197.69,0.4331,3,931.0,2.07,medium,"9E,DL,OO"
LGA,GTR,LGA-GTR,21,21.0,377.4,210.19,0.5569,2,1003.0,2.0,medium,"9E,DL"
LFT,EWR,LFT-EWR,67,67.0,355.5,161.95,0.4556,8,1448.0,2.06,medium,"9E,C5,DL,MQ,OH,OO,UA,YV"
LGA,MLB,LGA-MLB,67,67.0,243.87,159.29,0.6532,3,1134.0,2.06,medium,"AA,DL,OH"
MLB,LGA,MLB-LGA,73,75.0,262.68,152.74,0.5815,3,1126.0,2.11,medium,"AA,DL,OH"
MGM,TPA,MGM-TPA,42,44.0,315.34,150.03,0.4758,3,550.0,2.0,medium,"9E,DL,OO"
MLI,LGA,MLI-LGA,110,117.0,260.44,157.51,0.6048,8,963.0,2.05,medium,"9E,AA,DL,G7,OH,OO,UA,ZW"
LGA,MLU,LGA-MLU,22,23.0,389.18,128.0,0.3289,4,1424.0,2.09,medium,"9E,AA,DL,MQ"
MOB,LGA,MOB-LGA,133,145.0,281.93,168.54,0.5978,8,1088.0,2.06,medium,"9E,AA,C5,DL,OO,PT,UA,YV"
LGA,MTJ,LGA-MTJ,91,99.0,337.18,261.79,0.7764,6,1908.0,2.01,long,"AA,DL,MQ,OO,UA,WN"
LGA,OAJ,LGA-OAJ,26,26.0,281.72,154.86,0.5497,4,882.0,2.04,medium,"AA,DL,OH,PT"
LGA,OAK,LGA-OAK,356,421.0,250.41,146.29,0.5842,3,2656.0,2.03,long,"DL,NK,WN"
OKC,EWR,OKC-EWR,313,325.0,316.22,185.91,0.5879,9,1588.0,2.01,long,"9E,AA,C5,DL,MQ,OO,UA,YV,YX"
LGA,SBN,LGA-SBN,134,142.0,328.47,173.95,0.5296,6,896.0,2.04,medium,"9E,AA,DL,OH,OO,UA"
SHV,EWR,SHV-EWR,88,97.0,385.43,356.04,0.9238,7,1423.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,UA"
TLH,ELP,TLH-ELP,24,25.0,425.47,197.78,0.4649,3,1380.0,2.0,medium,"AA,DL,MQ"
LGA,TRI,LGA-TRI,69,75.0,345.85,159.53,0.4613,5,813.0,2.01,medium,"9E,AA,DL,OO,PT"
TRI,EWR,TRI-EWR,59,66.0,365.03,184.11,0.5044,5,786.0,2.0,medium,"9E,AA,DL,OO,PT"
VLD,LGA,VLD-LGA,21,21.0,303.52,195.75,0.6449,3,969.0,2.05,medium,"9E,DL,OO"
ACK,EWR,ACK-EWR,119,152.0,277.22,189.66,0.6842,3,220.0,1.04,short,"DL,G7,UA"
BOS,EWR,BOS-EWR,2278,6989.0,212.03,141.21,0.666,6,200.0,1.02,short,"AA,DL,G7,NK,UA,YX"
LGA,AZO,LGA-AZO,46,49.0,196.17,120.78,0.6157,6,666.0,2.02,medium,"9E,AA,DL,OO,YX,ZW"
AZO,BOS,AZO-BOS,84,86.0,237.95,117.2,0.4925,5,841.0,2.0,medium,"AA,DL,MQ,OO,ZW"
LGA,MBS,LGA-MBS,42,43.0,222.32,123.99,0.5577,4,652.0,2.02,medium,"9E,DL,OO,UA"
LGA,PLN,LGA-PLN,20,21.0,347.77,54.17,0.1558,2,733.0,2.0,medium,"DL,OO"
PLN,LGA,PLN-LGA,22,24.0,334.37,94.99,0.2841,3,741.0,2.0,medium,"9E,DL,OO"
SBN,EWR,SBN-EWR,133,141.0,326.91,195.47,0.5979,5,846.0,2.03,medium,"AA,DL,OH,OO,UA"
LGA,BIL,LGA-BIL,54,61.0,424.99,276.15,0.6498,5,2019.0,2.09,long,"AA,DL,MQ,OO,UA"
LGA,MFR,LGA-MFR,38,40.0,571.63,441.56,0.7725,4,2621.0,2.21,long,"AA,DL,OO,UA"
LGA,PSC,LGA-PSC,31,31.0,450.72,255.39,0.5666,4,2339.0,2.16,long,"9E,DL,OO,UA"
LGA,SUN,LGA-SUN,46,47.0,453.28,184.66,0.4074,3,2171.0,2.07,long,"DL,OO,UA"
FLL,DSM,FLL-DSM,367,622.0,191.32,160.0,0.8363,10,1449.0,1.6,medium,"9E,AA,DL,G4,MQ,OO,UA,WN,YV,YX"
LGA,PVD,LGA-PVD,46,56.0,219.43,134.07,0.611,2,143.0,1.0,short,"9E,DL"
LGA,LRD,LGA-LRD,51,51.0,272.33,165.34,0.6071,6,1753.0,2.06,long,"AA,C5,DL,MQ,OO,UA"
LGA,ORH,LGA-ORH,55,108.0,131.51,77.97,0.5929,3,146.0,1.0,short,"9E,DL,YX"
LGA,ALB,LGA-ALB,43,51.0,255.48,112.29,0.4395,3,136.0,1.0,short,"9E,DL,OO"
BIL,LGA,BIL-LGA,62,69.0,409.79,258.92,0.6318,5,2032.0,2.11,long,"AA,DL,MQ,OO,UA"
LGA,BIS,LGA-BIS,60,62.0,412.59,273.71,0.6634,5,1554.0,2.12,long,"AA,DL,MQ,OO,UA"
MOT,LGA,MOT-LGA,28,30.0,406.15,198.63,0.489,2,1542.0,2.14,long,"DL,OO"
LGA,CWA,LGA-CWA,46,47.0,317.72,210.9,0.6638,4,1038.0,2.0,medium,"9E,AA,DL,ZW"
CWA,LGA,CWA-LGA,45,47.0,308.15,228.17,0.7404,4,1081.0,2.04,medium,"9E,AA,DL,ZW"
LGA,DLH,LGA-DLH,63,64.0,315.93,176.55,0.5588,5,1149.0,2.1,medium,"9E,DL,OO,UA,YX"
LGA,MSO,LGA-MSO,128,146.0,418.14,371.12,0.8876,7,2247.0,2.09,long,"AA,DL,F9,MQ,OO,UA,YX"
RAP,EWR,RAP-EWR,98,102.0,366.32,220.38,0.6016,7,1759.0,2.11,long,"9E,AA,DL,MQ,OO,UA,YV"
RAP,OMA,RAP-OMA,48,48.0,314.44,100.66,0.3201,5,772.0,2.0,medium,"9E,DL,OO,UA,YV"
BIL,EWR,BIL-EWR,64,90.0,372.3,218.53,0.587,6,2085.0,2.19,long,"AA,DL,MQ,OO,QX,UA"
LGB,ATL,LGB-ATL,330,356.0,225.09,115.83,0.5146,3,2073.0,2.02,long,"DL,OO,WN"
LGB,AUS,LGB-AUS,731,1415.0,209.01,113.59,0.5435,3,1254.0,1.18,medium,"DL,OO,WN"
BNA,LGB,BNA-LGB,1023,1405.0,249.01,115.46,0.4637,2,1822.0,1.33,long,"DL,WN"
LGB,BOI,LGB-BOI,330,381.0,181.35,96.22,0.5305,3,809.0,1.81,medium,"DL,OO,WN"
LGB,BOS,LGB-BOS,156,195.0,244.87,124.8,0.5097,3,2631.0,2.02,long,"DL,OO,WN"
LGB,BZN,LGB-BZN,77,81.0,200.54,113.27,0.5648,3,1026.0,2.0,medium,"DL,OO,WN"
LGB,COS,LGB-COS,505,838.0,163.31,83.62,0.5121,3,838.0,1.22,medium,"DL,OO,WN"
LGB,STL,LGB-STL,646,1010.0,240.66,116.04,0.4822,3,1609.0,1.26,long,"DL,OO,WN"
COS,LGB,COS-LGB,515,832.0,162.44,84.57,0.5206,3,847.0,1.23,medium,"DL,OO,WN"
LGB,CVG,LGB-CVG,132,155.0,234.27,120.09,0.5126,2,1980.0,2.02,long,"DL,WN"
CVG,LGB,CVG-LGB,126,143.0,224.72,120.65,0.5369,2,1980.0,2.02,long,"DL,WN"
LGB,DEN,LGB-DEN,913,2160.0,175.25,82.54,0.471,2,870.0,1.13,medium,"DL,WN"
LGB,DTW,LGB-DTW,154,177.0,266.66,173.34,0.65,3,2018.0,2.01,long,"DL,OO,WN"
LGB,MCI,LGB-MCI,545,876.0,224.06,96.02,0.4285,3,1388.0,1.24,medium,"DL,OO,WN"
LGB,MCO,LGB-MCO,422,499.0,200.37,99.85,0.4983,3,2299.0,1.91,long,"DL,OO,WN"
LGB,MEM,LGB-MEM,151,181.0,194.14,70.34,0.3623,3,1822.0,2.02,long,"DL,OO,WN"
LGB,MKE,LGB-MKE,208,244.0,223.18,106.18,0.4757,2,1843.0,2.0,long,"DL,WN"
LGB,MSP,LGB-MSP,174,206.0,204.8,116.64,0.5695,3,1623.0,2.02,long,"DL,OO,WN"
LGB,TUL,LGB-TUL,146,157.0,199.0,106.06,0.533,3,1417.0,2.0,medium,"DL,OO,WN"
LIH,MEM,LIH-MEM,24,24.0,629.73,345.03,0.5479,3,4521.0,2.92,long,"AA,DL,UA"
DTW,LIH,DTW-LIH,171,179.0,597.53,401.62,0.6721,7,4601.0,2.16,long,"AA,DL,G7,HA,MQ,OO,UA"
LIH,BDL,LIH-BDL,27,28.0,502.15,312.28,0.6219,3,5189.0,2.7,long,"AA,DL,UA"
LIH,MSN,LIH-MSN,28,28.0,600.38,226.71,0.3776,4,4368.0,2.75,long,"AA,DL,HA,UA"
CVG,LIH,CVG-LIH,71,71.0,647.98,475.25,0.7334,6,4576.0,2.49,long,"9E,AA,DL,OO,UA,YX"
LIT,ABQ,LIT-ABQ,100,107.0,231.23,142.9,0.618,9,1001.0,1.97,medium,"9E,AA,C5,DL,MQ,OO,UA,WN,YV"
ABQ,LIT,ABQ-LIT,106,112.0,253.84,180.06,0.7094,9,984.0,1.96,medium,"9E,AA,C5,DL,MQ,OO,UA,WN,YV"
LIT,ATW,LIT-ATW,34,34.0,368.49,181.89,0.4936,5,880.0,2.03,medium,"DL,G7,MQ,OO,ZW"
LIT,BHM,LIT-BHM,42,43.0,280.01,94.42,0.3372,1,587.0,2.0,medium,DL
LIT,BNA,LIT-BNA,76,80.0,287.29,144.63,0.5034,2,634.0,2.0,medium,"DL,WN"
BNA,LIT,BNA-LIT,118,125.0,258.45,122.51,0.474,4,734.0,2.0,medium,"AA,DL,MQ,WN"
LIT,BOI,LIT-BOI,77,80.0,344.03,158.63,0.4611,8,1643.0,2.08,long,"AA,C5,DL,MQ,OH,OO,UA,WN"
BOI,LIT,BOI-LIT,82,83.0,329.9,158.58,0.4807,7,1602.0,2.07,long,"AA,C5,DL,MQ,OO,UA,WN"
LIT,BUR,LIT-BUR,104,110.0,317.29,327.1,1.0309,7,1579.0,2.04,long,"AA,C5,DL,MQ,OO,UA,WN"
BWI,LIT,BWI-LIT,300,337.0,254.91,126.75,0.4972,9,1100.0,2.01,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,WN"
LIT,BZN,LIT-BZN,64,67.0,332.98,158.92,0.4773,7,1530.0,2.05,long,"AA,DL,MQ,OH,OO,UA,WN"
BZN,LIT,BZN-LIT,68,72.0,292.96,147.16,0.5023,7,1455.0,2.01,medium,"AA,DL,MQ,OH,OO,UA,WN"
LIT,MSP,LIT-MSP,265,287.0,296.01,172.61,0.5831,11,1099.0,2.02,medium,"AA,DL,F9,G7,MQ,OH,OO,UA,WN,YV,ZW"
MSP,LIT,MSP-LIT,267,291.0,308.66,185.86,0.6022,10,1115.0,2.01,medium,"AA,DL,F9,G7,MQ,OH,OO,UA,WN,YV"
LIT,CVG,LIT-CVG,103,107.0,305.78,145.37,0.4754,7,898.0,2.0,medium,"AA,DL,G7,MQ,OO,UA,ZW"
LIT,DEN,LIT-DEN,989,1297.0,195.81,140.51,0.7176,10,833.0,1.2,medium,"AA,C5,DL,F9,MQ,OH,OO,UA,WN,YV"
LIT,OAK,LIT-OAK,137,150.0,257.99,137.85,0.5343,2,1792.0,2.04,long,"DL,WN"
DSM,LIT,DSM-LIT,62,62.0,283.71,207.2,0.7303,10,908.0,2.0,medium,"AA,C5,DL,MQ,OO,PT,UA,WN,YV,ZW"
DTW,LIT,DTW-LIT,266,283.0,276.3,143.01,0.5176,9,1000.0,2.01,medium,"AA,DL,MQ,OH,OO,UA,WN,YV,YX"
LIT,ECP,LIT-ECP,125,158.0,242.98,175.33,0.7216,8,834.0,2.0,medium,"AA,C5,DL,MQ,OH,OO,WN,YV"
ECP,LIT,ECP-LIT,127,152.0,262.26,211.04,0.8047,6,840.0,2.0,medium,"AA,DL,MQ,OH,WN,YV"
ELP,LIT,ELP-LIT,100,110.0,290.68,135.71,0.4669,9,959.0,2.0,medium,"AA,C5,DL,F9,MQ,OH,OO,WN,YV"
LIT,EYW,LIT-EYW,45,46.0,321.1,162.16,0.505,5,1235.0,2.0,medium,"AA,DL,MQ,OH,OO"
LIT,GEG,LIT-GEG,83,88.0,373.21,218.32,0.585,8,1911.0,2.08,long,"AA,C5,DL,MQ,OH,OO,UA,WN"
GEG,LIT,GEG-LIT,72,73.0,355.17,155.96,0.4391,7,1827.0,2.12,long,"AA,C5,DL,MQ,OO,UA,WN"
LIT,GNV,LIT-GNV,25,25.0,330.0,172.45,0.5226,6,869.0,2.0,medium,"9E,AA,DL,MQ,OH,OO"
LIT,MLB,LIT-MLB,34,34.0,291.06,124.99,0.4294,4,935.0,2.03,medium,"AA,DL,MQ,OH"
MLB,LIT,MLB-LIT,29,29.0,324.83,125.51,0.3864,2,912.0,2.03,medium,"DL,OH"
LIT,MDT,LIT-MDT,61,64.0,372.08,213.57,0.574,7,1089.0,2.02,medium,"AA,DL,MQ,OH,OO,PT,UA"
MDT,LIT,MDT-LIT,67,70.0,365.82,192.67,0.5267,10,1126.0,2.06,medium,"9E,AA,C5,DL,MQ,OH,OO,PT,UA,ZW"
LIT,MDW,LIT-MDW,91,110.0,201.18,127.22,0.6324,2,793.0,2.01,medium,"DL,WN"
MDW,LIT,MDW-LIT,94,116.0,205.07,110.47,0.5387,2,801.0,2.0,medium,"DL,WN"
LIT,MKE,LIT-MKE,104,108.0,252.17,141.91,0.5628,8,889.0,2.0,medium,"AA,C5,DL,G7,MQ,OO,WN,ZW"
MKE,LIT,MKE-LIT,101,104.0,241.36,112.17,0.4647,7,897.0,2.0,medium,"AA,DL,G7,MQ,OO,WN,ZW"
RAP,LIT,RAP-LIT,35,37.0,343.69,297.97,0.867,7,1127.0,2.03,medium,"AA,C5,DL,MQ,OH,OO,UA"
LIT,MYR,LIT-MYR,77,79.0,296.38,166.0,0.5601,6,829.0,2.01,medium,"9E,AA,DL,MQ,OH,WN"
MYR,LIT,MYR-LIT,66,68.0,306.83,182.29,0.5941,6,879.0,2.0,medium,"9E,AA,DL,MQ,OH,WN"
OAK,LIT,OAK-LIT,132,144.0,249.12,120.25,0.4827,2,1732.0,2.02,long,"DL,WN"
LIT,ORD,LIT-ORD,709,995.0,240.83,114.44,0.4752,9,573.0,1.05,medium,"AA,DL,G7,MQ,OH,OO,UA,WN,ZW"
ORF,LIT,ORF-LIT,125,130.0,298.67,137.64,0.4608,8,1046.0,2.02,medium,"AA,DL,MQ,OH,OO,UA,WN,YX"
ROA,LIT,ROA-LIT,30,30.0,325.03,161.32,0.4963,7,903.0,2.0,medium,"9E,AA,DL,OH,OO,PT,YX"
LIT,JAC,LIT-JAC,24,24.0,457.82,165.05,0.3605,6,1280.0,2.04,medium,"AA,DL,MQ,OH,OO,UA"
JAC,LIT,JAC-LIT,22,22.0,477.91,196.39,0.4109,6,1279.0,2.09,medium,"AA,DL,MQ,OH,OO,UA"
LIT,TLH,LIT-TLH,25,25.0,323.66,124.3,0.384,4,765.0,2.0,medium,"AA,DL,MQ,OH"
TLH,LIT,TLH-LIT,23,23.0,328.67,114.79,0.3493,5,781.0,2.04,medium,"AA,DL,MQ,OH,PT"
TPA,DAL,TPA-DAL,1678,3299.0,201.5,97.59,0.4843,2,939.0,1.09,medium,"DL,WN"
MCI,AEX,MCI-AEX,22,24.0,355.77,146.77,0.4125,4,908.0,2.0,medium,"9E,AA,DL,OO"
AEX,MCI,AEX-MCI,32,34.0,378.77,130.98,0.3458,4,857.0,2.0,medium,"9E,AA,DL,OO"
MSY,MCO,MSY-MCO,2266,6633.0,173.65,120.87,0.696,8,602.0,1.13,medium,"AA,DL,F9,MQ,MX,NK,UA,WN"
DTW,ABQ,DTW-ABQ,421,459.0,305.94,177.55,0.5803,9,1690.0,2.03,long,"AA,DL,MQ,NK,OO,UA,WN,YV,YX"
ABQ,DTW,ABQ-DTW,447,486.0,302.84,171.42,0.566,8,1706.0,2.02,long,"AA,DL,MQ,NK,OO,UA,WN,YV"
DTW,MCI,DTW-MCI,1108,1763.0,332.78,152.79,0.4591,10,663.0,1.26,medium,"9E,AA,DL,MQ,NK,OO,SY,UA,WN,YX"
MCO,ACY,MCO-ACY,774,3223.0,110.33,63.93,0.5794,2,852.0,1.01,medium,"AA,NK"
ACY,RSW,ACY-RSW,529,1757.0,91.09,59.65,0.6548,1,982.0,1.0,medium,NK
MYR,EWR,MYR-EWR,1374,3371.0,157.43,109.84,0.6977,9,562.0,1.05,medium,"9E,AA,C5,DL,MQ,NK,OH,UA,YX"
EWR,MYR,EWR-MYR,1351,3506.0,154.46,106.76,0.6912,9,571.0,1.06,medium,"AA,C5,DL,G7,MQ,NK,OH,UA,YX"
FLL,ACY,FLL-ACY,720,2244.0,96.93,63.04,0.6504,2,979.0,1.08,medium,"AA,NK"
STT,ACY,STT-ACY,24,25.0,192.1,102.87,0.5355,1,2090.0,2.0,long,NK
MYR,ACY,MYR-ACY,396,1066.0,69.33,40.94,0.5904,2,466.0,1.0,short,"NK,PT"
FLL,MYR,FLL-MYR,631,1543.0,116.75,110.63,0.9476,6,610.0,1.21,medium,"AA,DL,MQ,NK,OH,WN"
ACY,PBI,ACY-PBI,444,1102.0,87.65,62.95,0.7182,2,936.0,1.01,medium,"AA,NK"
BWI,MIA,BWI-MIA,2381,5667.0,179.29,128.75,0.7181,8,967.0,1.11,medium,"9E,AA,DL,F9,MQ,NK,UA,WN"
FLL,MCO,FLL-MCO,442,1260.0,93.57,66.11,0.7066,3,177.0,1.0,short,"3M,NK,WN"
MCO,FLL,MCO-FLL,490,1384.0,103.46,76.88,0.7431,3,178.0,1.01,short,"3M,NK,WN"
FLL,MEM,FLL-MEM,680,1142.0,192.52,177.55,0.9222,9,989.0,1.66,medium,"3M,AA,DL,G4,MQ,NK,UA,WN,YV"
MEM,FLL,MEM-FLL,679,1195.0,178.7,142.08,0.7951,8,978.0,1.64,medium,"AA,DL,G4,NK,OO,UA,WN,YV"
FLL,MHT,FLL-MHT,131,161.0,262.69,129.84,0.4943,7,1349.0,2.0,medium,"AA,G7,NK,OH,PT,UA,WN"
MYR,FLL,MYR-FLL,587,1419.0,108.95,100.07,0.9185,5,574.0,1.17,medium,"AA,DL,MQ,NK,OH"
PNS,MCO,PNS-MCO,688,1505.0,132.6,111.32,0.8395,5,485.0,1.35,short,"3M,AA,DL,MQ,NK"
BUR,LAS,BUR-LAS,1857,8534.0,163.83,88.71,0.5415,3,223.0,1.0,short,"NK,WN,XP"
OAK,BUR,OAK-BUR,1626,7463.0,167.29,84.18,0.5032,2,329.0,1.02,short,"NK,WN"
SNA,LAS,SNA-LAS,1683,7044.0,159.21,95.47,0.5996,3,226.0,1.0,short,"F9,NK,WN"
MEM,BUR,MEM-BUR,70,72.0,293.54,214.56,0.7309,7,1713.0,1.99,long,"AA,DL,NK,OH,OO,UA,WN"
SAT,OAK,SAT-OAK,505,546.0,238.78,139.26,0.5832,5,1573.0,1.89,long,"AS,DL,NK,OO,WN"
LBE,MCO,LBE-MCO,444,1146.0,89.97,46.76,0.5197,1,823.0,1.01,medium,NK
MCO,LBE,MCO-LBE,458,1137.0,93.91,55.26,0.5884,1,823.0,1.0,medium,NK
LBE,MYR,LBE-MYR,297,1143.0,73.2,41.56,0.5678,1,455.0,1.0,short,NK
MYR,LBE,MYR-LBE,280,1052.0,72.99,40.01,0.5482,1,455.0,1.0,short,NK
MCI,MSY,MCI-MSY,894,1284.0,230.42,113.2,0.4913,8,840.0,1.48,medium,"AA,DL,MQ,NK,OO,UA,WN,YV"
MCO,AUS,MCO-AUS,3201,6630.0,202.26,114.93,0.5682,10,1020.0,1.13,medium,"9E,AA,DL,F9,MQ,NK,OO,UA,WN,YV"
BOI,MEM,BOI-MEM,122,129.0,293.04,161.07,0.5496,7,1683.0,2.02,long,"AA,DL,MQ,NK,OO,UA,WN"
MYR,MCO,MYR-MCO,539,883.0,134.26,120.64,0.8986,6,479.0,1.32,short,"AA,DL,MQ,NK,OH,PT"
MEM,ABQ,MEM-ABQ,170,179.0,256.75,128.91,0.5021,9,1160.0,2.01,medium,"AA,DL,MQ,NK,OH,OO,UA,WN,YV"
MEM,BOI,MEM-BOI,133,141.0,290.44,156.48,0.5388,8,1678.0,2.03,long,"AA,DL,G7,MQ,NK,OO,UA,WN"
BUR,MEM,BUR-MEM,68,69.0,318.63,209.79,0.6584,6,1708.0,2.03,long,"AA,DL,NK,OO,UA,WN"
MEM,OAK,MEM-OAK,142,154.0,281.62,208.88,0.7417,5,1942.0,2.04,long,"AA,DL,NK,UA,WN"
OAK,MEM,OAK-MEM,134,146.0,234.41,141.21,0.6024,4,1894.0,2.04,long,"DL,NK,OO,WN"
MEM,MYR,MEM-MYR,163,184.0,233.43,117.21,0.5021,6,698.0,2.01,medium,"AA,DL,NK,OH,PT,WN"
